"","date","targetTeam","rank"
"26367",2016-11-17,"Tampa Bay Lightning",6
"26368",2016-11-18,"Tampa Bay Lightning",4
"26369",2016-11-19,"Tampa Bay Lightning",6
"26370",2016-11-20,"Tampa Bay Lightning",4
"26371",2016-11-21,"Tampa Bay Lightning",4
"26372",2016-11-22,"Tampa Bay Lightning",4
"26373",2016-11-23,"Tampa Bay Lightning",4
"26374",2016-11-24,"Tampa Bay Lightning",4
"26375",2016-11-25,"Tampa Bay Lightning",4
"26376",2016-11-26,"Tampa Bay Lightning",5
"26377",2016-11-27,"Tampa Bay Lightning",6
"26378",2016-11-28,"Tampa Bay Lightning",7
"26379",2016-11-29,"Tampa Bay Lightning",8
"26380",2016-11-30,"Tampa Bay Lightning",9
"26381",2016-12-01,"Tampa Bay Lightning",10
"26382",2016-12-02,"Tampa Bay Lightning",12
"26383",2016-12-03,"Tampa Bay Lightning",12
"26384",2016-12-04,"Tampa Bay Lightning",10
"26385",2016-12-05,"Tampa Bay Lightning",11
"26386",2016-12-06,"Tampa Bay Lightning",13
"26387",2016-12-07,"Tampa Bay Lightning",13
"26388",2016-12-08,"Tampa Bay Lightning",14
"26389",2016-12-09,"Tampa Bay Lightning",15
"26390",2016-12-10,"Tampa Bay Lightning",16
"26391",2016-12-11,"Tampa Bay Lightning",16
"26392",2016-12-12,"Tampa Bay Lightning",16
"26393",2016-12-13,"Tampa Bay Lightning",16
"26394",2016-12-14,"Tampa Bay Lightning",16
"26395",2016-12-15,"Tampa Bay Lightning",16
"26396",2016-12-16,"Tampa Bay Lightning",16
"26397",2016-12-17,"Tampa Bay Lightning",18
"26398",2016-12-18,"Tampa Bay Lightning",17
"26399",2016-12-19,"Tampa Bay Lightning",17
"26400",2016-12-20,"Tampa Bay Lightning",17
"26401",2016-12-21,"Tampa Bay Lightning",16
"26402",2016-12-22,"Tampa Bay Lightning",16
"26403",2016-12-23,"Tampa Bay Lightning",15
"26404",2016-12-27,"Tampa Bay Lightning",17
"26405",2016-12-28,"Tampa Bay Lightning",17
"26406",2016-12-29,"Tampa Bay Lightning",16
"26407",2016-12-30,"Tampa Bay Lightning",15
"26408",2016-12-31,"Tampa Bay Lightning",15
"26409",2017-01-01,"Tampa Bay Lightning",15
"26410",2017-01-02,"Tampa Bay Lightning",15
"26411",2017-01-03,"Tampa Bay Lightning",15
"26412",2017-01-04,"Tampa Bay Lightning",15
"26413",2017-01-05,"Tampa Bay Lightning",16
"26414",2017-01-06,"Tampa Bay Lightning",16
"26415",2017-01-07,"Tampa Bay Lightning",18
"26416",2017-01-08,"Tampa Bay Lightning",19
"26417",2017-01-09,"Tampa Bay Lightning",20
"26418",2017-01-10,"Tampa Bay Lightning",22
"26419",2017-01-11,"Tampa Bay Lightning",23
"26420",2017-01-12,"Tampa Bay Lightning",23
"26421",2017-01-13,"Tampa Bay Lightning",21
"26422",2017-01-14,"Tampa Bay Lightning",22
"26423",2017-01-15,"Tampa Bay Lightning",22
"26424",2017-01-16,"Tampa Bay Lightning",23
"26425",2017-01-17,"Tampa Bay Lightning",21
"26426",2017-01-18,"Tampa Bay Lightning",21
"26427",2017-01-19,"Tampa Bay Lightning",21
"26428",2017-01-20,"Tampa Bay Lightning",22
"26429",2017-01-21,"Tampa Bay Lightning",22
"26430",2017-01-22,"Tampa Bay Lightning",24
"26431",2017-01-23,"Tampa Bay Lightning",25
"26432",2017-01-24,"Tampa Bay Lightning",25
"26433",2017-01-25,"Tampa Bay Lightning",21
"26434",2017-01-26,"Tampa Bay Lightning",21
"26435",2017-01-31,"Tampa Bay Lightning",22
"26436",2017-02-01,"Tampa Bay Lightning",26
"26437",2017-02-02,"Tampa Bay Lightning",26
"26438",2017-02-03,"Tampa Bay Lightning",26
"26439",2017-02-04,"Tampa Bay Lightning",27
"26440",2017-02-05,"Tampa Bay Lightning",25
"26441",2017-02-06,"Tampa Bay Lightning",25
"26442",2017-02-07,"Tampa Bay Lightning",25
"26443",2017-02-08,"Tampa Bay Lightning",23
"26444",2017-02-09,"Tampa Bay Lightning",23
"26445",2017-02-10,"Tampa Bay Lightning",23
"26446",2017-02-11,"Tampa Bay Lightning",22
"26447",2017-02-12,"Tampa Bay Lightning",21
"26448",2017-02-13,"Tampa Bay Lightning",21
"26449",2017-02-14,"Tampa Bay Lightning",21
"26450",2017-02-15,"Tampa Bay Lightning",23
"26451",2017-02-16,"Tampa Bay Lightning",23
"26452",2017-02-17,"Tampa Bay Lightning",23
"26453",2017-02-18,"Tampa Bay Lightning",23
"26454",2017-02-19,"Tampa Bay Lightning",24
"26455",2017-02-20,"Tampa Bay Lightning",22
"26456",2017-02-21,"Tampa Bay Lightning",22
"26457",2017-02-22,"Tampa Bay Lightning",20
"26458",2017-02-23,"Tampa Bay Lightning",20
"26459",2017-02-24,"Tampa Bay Lightning",20
"26460",2017-02-25,"Tampa Bay Lightning",20
"26461",2017-02-26,"Tampa Bay Lightning",21
"26462",2017-02-27,"Tampa Bay Lightning",21
"26463",2017-02-28,"Tampa Bay Lightning",20
"26464",2017-03-01,"Tampa Bay Lightning",21
"26465",2017-03-02,"Tampa Bay Lightning",19
"26466",2017-03-03,"Tampa Bay Lightning",21
"26467",2017-03-04,"Tampa Bay Lightning",21
"26468",2017-03-05,"Tampa Bay Lightning",18
"26469",2017-03-06,"Tampa Bay Lightning",19
"26470",2017-03-07,"Tampa Bay Lightning",17
"26471",2017-03-08,"Tampa Bay Lightning",19
"26472",2017-03-09,"Tampa Bay Lightning",19
"26473",2017-03-10,"Tampa Bay Lightning",17
"26474",2017-03-11,"Tampa Bay Lightning",18
"26475",2017-03-12,"Tampa Bay Lightning",18
"26476",2017-03-13,"Tampa Bay Lightning",18
"26477",2017-03-14,"Tampa Bay Lightning",17
"26478",2017-03-15,"Tampa Bay Lightning",15
"26479",2017-03-16,"Tampa Bay Lightning",15
"26480",2017-03-17,"Tampa Bay Lightning",17
"26481",2017-03-18,"Tampa Bay Lightning",17
"26482",2017-03-19,"Tampa Bay Lightning",18
"26483",2017-03-20,"Tampa Bay Lightning",18
"26484",2017-03-21,"Tampa Bay Lightning",18
"26485",2017-03-22,"Tampa Bay Lightning",18
"26486",2017-03-23,"Tampa Bay Lightning",18
"26487",2017-03-24,"Tampa Bay Lightning",18
"26488",2017-03-25,"Tampa Bay Lightning",18
"26489",2017-03-26,"Tampa Bay Lightning",18
"26490",2017-03-27,"Tampa Bay Lightning",18
"26491",2017-03-28,"Tampa Bay Lightning",17
"26492",2017-03-29,"Tampa Bay Lightning",17
"26493",2017-03-30,"Tampa Bay Lightning",17
"26494",2017-03-31,"Tampa Bay Lightning",17
"26495",2017-04-01,"Tampa Bay Lightning",17
"26496",2017-04-02,"Tampa Bay Lightning",17
"26497",2017-04-03,"Tampa Bay Lightning",17
"26498",2017-04-04,"Tampa Bay Lightning",17
"26499",2017-04-05,"Tampa Bay Lightning",17
"26500",2017-04-06,"Tampa Bay Lightning",17
"26501",2017-04-07,"Tampa Bay Lightning",17
"26502",2017-04-08,"Tampa Bay Lightning",17
"26503",2017-04-09,"Tampa Bay Lightning",17
"26504",2017-10-04,"Tampa Bay Lightning",0
"26505",2017-10-05,"Tampa Bay Lightning",6
"26506",2017-10-06,"Tampa Bay Lightning",16
"26507",2017-10-07,"Tampa Bay Lightning",1
"26508",2017-10-08,"Tampa Bay Lightning",11
"26509",2017-10-09,"Tampa Bay Lightning",11
"26510",2017-10-10,"Tampa Bay Lightning",5
"26511",2017-10-11,"Tampa Bay Lightning",6
"26512",2017-10-12,"Tampa Bay Lightning",12
"26513",2017-10-13,"Tampa Bay Lightning",3
"26514",2017-10-14,"Tampa Bay Lightning",6
"26515",2017-10-15,"Tampa Bay Lightning",2
"26516",2017-10-16,"Tampa Bay Lightning",3
"26517",2017-10-17,"Tampa Bay Lightning",1
"26518",2017-10-18,"Tampa Bay Lightning",1
"26519",2017-10-19,"Tampa Bay Lightning",2
"26520",2017-10-20,"Tampa Bay Lightning",1
"26521",2017-10-21,"Tampa Bay Lightning",1
"26522",2017-10-22,"Tampa Bay Lightning",1
"26523",2017-10-23,"Tampa Bay Lightning",1
"26524",2017-10-24,"Tampa Bay Lightning",1
"26525",2017-10-25,"Tampa Bay Lightning",1
"26526",2017-10-26,"Tampa Bay Lightning",1
"26527",2017-10-27,"Tampa Bay Lightning",1
"26528",2017-10-28,"Tampa Bay Lightning",1
"26529",2017-10-29,"Tampa Bay Lightning",1
"26530",2017-10-30,"Tampa Bay Lightning",1
"26531",2017-10-31,"Tampa Bay Lightning",1
"26532",2017-11-01,"Tampa Bay Lightning",1
"26533",2017-11-02,"Tampa Bay Lightning",1
"26534",2017-11-03,"Tampa Bay Lightning",1
"26535",2017-11-04,"Tampa Bay Lightning",1
"26536",2017-11-05,"Tampa Bay Lightning",1
"26537",2017-11-06,"Tampa Bay Lightning",1
"26538",2017-11-07,"Tampa Bay Lightning",1
"26539",2017-11-08,"Tampa Bay Lightning",2
"26540",2017-11-09,"Tampa Bay Lightning",1
"26541",2017-11-10,"Tampa Bay Lightning",1
"26542",2017-11-11,"Tampa Bay Lightning",1
"26543",2017-11-12,"Tampa Bay Lightning",1
"26544",2017-11-13,"Tampa Bay Lightning",1
"26545",2017-11-14,"Tampa Bay Lightning",1
"26546",2017-11-15,"Tampa Bay Lightning",1
"26547",2017-11-16,"Tampa Bay Lightning",1
"26548",2017-11-17,"Tampa Bay Lightning",1
"26549",2017-11-18,"Tampa Bay Lightning",1
"26550",2017-11-19,"Tampa Bay Lightning",1
"26551",2017-11-20,"Tampa Bay Lightning",1
"26552",2017-11-21,"Tampa Bay Lightning",1
"26553",2017-11-22,"Tampa Bay Lightning",2
"26554",2017-11-24,"Tampa Bay Lightning",1
"26555",2017-11-25,"Tampa Bay Lightning",1
"26556",2017-11-26,"Tampa Bay Lightning",2
"26557",2017-11-27,"Tampa Bay Lightning",2
"26558",2017-11-28,"Tampa Bay Lightning",2
"26559",2017-11-29,"Tampa Bay Lightning",1
"26560",2017-11-30,"Tampa Bay Lightning",1
"26561",2017-12-01,"Tampa Bay Lightning",1
"26562",2017-12-02,"Tampa Bay Lightning",1
"26563",2017-12-03,"Tampa Bay Lightning",1
"26564",2017-12-04,"Tampa Bay Lightning",1
"26565",2017-12-05,"Tampa Bay Lightning",1
"26566",2017-12-06,"Tampa Bay Lightning",1
"26567",2017-12-07,"Tampa Bay Lightning",1
"26568",2017-12-08,"Tampa Bay Lightning",1
"26569",2017-12-09,"Tampa Bay Lightning",1
"26570",2017-12-10,"Tampa Bay Lightning",1
"26571",2017-12-11,"Tampa Bay Lightning",1
"26572",2017-12-12,"Tampa Bay Lightning",1
"26573",2017-12-13,"Tampa Bay Lightning",1
"26574",2017-12-14,"Tampa Bay Lightning",1
"26575",2017-12-15,"Tampa Bay Lightning",1
"26576",2017-12-16,"Tampa Bay Lightning",1
"26577",2017-12-17,"Tampa Bay Lightning",1
"26578",2017-12-18,"Tampa Bay Lightning",1
"26579",2017-12-19,"Tampa Bay Lightning",1
"26580",2017-12-20,"Tampa Bay Lightning",1
"26581",2017-12-21,"Tampa Bay Lightning",1
"26582",2017-12-22,"Tampa Bay Lightning",1
"26583",2017-12-23,"Tampa Bay Lightning",1
"26584",2017-12-27,"Tampa Bay Lightning",1
"26585",2017-12-28,"Tampa Bay Lightning",1
"26586",2017-12-29,"Tampa Bay Lightning",1
"26587",2017-12-30,"Tampa Bay Lightning",1
"26588",2017-12-31,"Tampa Bay Lightning",1
"26589",2018-01-01,"Tampa Bay Lightning",1
"26590",2018-01-02,"Tampa Bay Lightning",1
"26591",2018-01-03,"Tampa Bay Lightning",1
"26592",2018-01-04,"Tampa Bay Lightning",1
"26593",2018-01-05,"Tampa Bay Lightning",1
"26594",2018-01-06,"Tampa Bay Lightning",1
"26595",2018-01-07,"Tampa Bay Lightning",1
"26596",2018-01-08,"Tampa Bay Lightning",1
"26597",2018-01-09,"Tampa Bay Lightning",1
"26598",2018-01-10,"Tampa Bay Lightning",1
"26599",2018-01-11,"Tampa Bay Lightning",1
"26600",2018-01-12,"Tampa Bay Lightning",1
"26601",2018-01-13,"Tampa Bay Lightning",1
"26602",2018-01-14,"Tampa Bay Lightning",1
"26603",2018-01-15,"Tampa Bay Lightning",1
"26604",2018-01-16,"Tampa Bay Lightning",1
"26605",2018-01-17,"Tampa Bay Lightning",1
"26606",2018-01-18,"Tampa Bay Lightning",1
"26607",2018-01-19,"Tampa Bay Lightning",1
"26608",2018-01-20,"Tampa Bay Lightning",1
"26609",2018-01-21,"Tampa Bay Lightning",1
"26610",2018-01-22,"Tampa Bay Lightning",2
"26611",2018-01-23,"Tampa Bay Lightning",1
"26612",2018-01-24,"Tampa Bay Lightning",1
"26613",2018-01-25,"Tampa Bay Lightning",1
"26614",2018-01-30,"Tampa Bay Lightning",1
"26615",2018-01-31,"Tampa Bay Lightning",1
"26616",2018-02-01,"Tampa Bay Lightning",1
"26617",2018-02-02,"Tampa Bay Lightning",1
"26618",2018-02-03,"Tampa Bay Lightning",1
"26619",2018-02-04,"Tampa Bay Lightning",1
"26620",2018-02-05,"Tampa Bay Lightning",1
"26621",2018-02-06,"Tampa Bay Lightning",1
"26622",2018-02-07,"Tampa Bay Lightning",1
"26623",2018-02-08,"Tampa Bay Lightning",1
"26624",2018-02-09,"Tampa Bay Lightning",1
"26625",2018-02-10,"Tampa Bay Lightning",1
"26626",2018-02-11,"Tampa Bay Lightning",1
"26627",2018-02-12,"Tampa Bay Lightning",1
"26628",2018-02-13,"Tampa Bay Lightning",1
"26629",2018-02-14,"Tampa Bay Lightning",1
"26630",2018-02-15,"Tampa Bay Lightning",1
"26631",2018-02-16,"Tampa Bay Lightning",1
"26632",2018-02-17,"Tampa Bay Lightning",1
"26633",2018-02-18,"Tampa Bay Lightning",2
"26634",2018-02-19,"Tampa Bay Lightning",2
"26635",2018-02-20,"Tampa Bay Lightning",2
"26636",2018-02-21,"Tampa Bay Lightning",1
"26637",2018-02-22,"Tampa Bay Lightning",2
"26638",2018-02-23,"Tampa Bay Lightning",1
"26639",2018-02-24,"Tampa Bay Lightning",2
"26640",2018-02-25,"Tampa Bay Lightning",1
"26641",2018-02-26,"Tampa Bay Lightning",1
"26642",2018-02-27,"Tampa Bay Lightning",1
"26643",2018-02-28,"Tampa Bay Lightning",1
"26644",2018-03-01,"Tampa Bay Lightning",1
"26645",2018-03-02,"Tampa Bay Lightning",1
"26646",2018-03-03,"Tampa Bay Lightning",1
"26647",2018-03-04,"Tampa Bay Lightning",1
"26648",2018-03-05,"Tampa Bay Lightning",1
"26649",2018-03-06,"Tampa Bay Lightning",1
"26650",2018-03-07,"Tampa Bay Lightning",1
"26651",2018-03-08,"Tampa Bay Lightning",1
"26652",2018-03-09,"Tampa Bay Lightning",1
"26653",2018-03-10,"Tampa Bay Lightning",1
"26654",2018-03-11,"Tampa Bay Lightning",1
"26655",2018-03-12,"Tampa Bay Lightning",1
"26656",2018-03-13,"Tampa Bay Lightning",1
"26657",2018-03-14,"Tampa Bay Lightning",1
"26658",2018-03-15,"Tampa Bay Lightning",1
"26659",2018-03-16,"Tampa Bay Lightning",2
"26660",2018-03-17,"Tampa Bay Lightning",2
"26661",2018-03-18,"Tampa Bay Lightning",2
"26662",2018-03-19,"Tampa Bay Lightning",2
"26663",2018-03-20,"Tampa Bay Lightning",2
"26664",2018-03-21,"Tampa Bay Lightning",2
"26665",2018-03-22,"Tampa Bay Lightning",2
"26666",2018-03-23,"Tampa Bay Lightning",1
"26667",2018-03-24,"Tampa Bay Lightning",1
"26668",2018-03-25,"Tampa Bay Lightning",1
"26669",2018-03-26,"Tampa Bay Lightning",2
"26670",2018-03-27,"Tampa Bay Lightning",2
"26671",2018-03-28,"Tampa Bay Lightning",2
"26672",2018-03-29,"Tampa Bay Lightning",2
"26673",2018-03-30,"Tampa Bay Lightning",3
"26674",2018-03-31,"Tampa Bay Lightning",2
"26675",2018-04-01,"Tampa Bay Lightning",3
"26676",2018-04-02,"Tampa Bay Lightning",3
"26677",2018-04-03,"Tampa Bay Lightning",3
"26678",2018-04-04,"Tampa Bay Lightning",2
"26679",2018-04-05,"Tampa Bay Lightning",2
"26680",2018-04-06,"Tampa Bay Lightning",3
"26681",2018-04-07,"Tampa Bay Lightning",2
"26682",2018-04-08,"Tampa Bay Lightning",3
"26683",2018-10-03,"Tampa Bay Lightning",0
"26684",2018-10-04,"Tampa Bay Lightning",6
"26685",2018-10-05,"Tampa Bay Lightning",19
"26686",2018-10-06,"Tampa Bay Lightning",21
"26687",2018-10-07,"Tampa Bay Lightning",10
"26688",2018-10-08,"Tampa Bay Lightning",12
"26689",2018-10-09,"Tampa Bay Lightning",15
"26690",2018-10-10,"Tampa Bay Lightning",19
"26691",2018-10-11,"Tampa Bay Lightning",20
"26692",2018-10-13,"Tampa Bay Lightning",25
"26693",2018-10-14,"Tampa Bay Lightning",19
"26694",2018-10-15,"Tampa Bay Lightning",21
"26695",2018-10-16,"Tampa Bay Lightning",21
"26696",2018-10-17,"Tampa Bay Lightning",13
"26697",2018-10-18,"Tampa Bay Lightning",15
"26698",2018-10-19,"Tampa Bay Lightning",9
"26699",2018-10-20,"Tampa Bay Lightning",9
"26700",2018-10-21,"Tampa Bay Lightning",11
"26701",2018-10-22,"Tampa Bay Lightning",4
"26702",2018-10-23,"Tampa Bay Lightning",5
"26703",2018-10-24,"Tampa Bay Lightning",8
"26704",2018-10-25,"Tampa Bay Lightning",4
"26705",2018-10-26,"Tampa Bay Lightning",6
"26706",2018-10-27,"Tampa Bay Lightning",3
"26707",2018-10-28,"Tampa Bay Lightning",4
"26708",2018-10-29,"Tampa Bay Lightning",4
"26709",2018-10-30,"Tampa Bay Lightning",4
"26710",2018-10-31,"Tampa Bay Lightning",2
"26711",2018-11-01,"Tampa Bay Lightning",2
"26712",2018-11-02,"Tampa Bay Lightning",2
"26713",2018-11-03,"Tampa Bay Lightning",3
"26714",2018-11-04,"Tampa Bay Lightning",2
"26715",2018-11-05,"Tampa Bay Lightning",2
"26716",2018-11-06,"Tampa Bay Lightning",2
"26717",2018-11-07,"Tampa Bay Lightning",1
"26718",2018-11-08,"Tampa Bay Lightning",2
"26719",2018-11-09,"Tampa Bay Lightning",1
"26720",2018-11-10,"Tampa Bay Lightning",1
"26721",2018-11-11,"Tampa Bay Lightning",2
"26722",2018-11-12,"Tampa Bay Lightning",2
"26723",2018-11-13,"Tampa Bay Lightning",2
"26724",2018-11-14,"Tampa Bay Lightning",2
"26725",2018-11-15,"Tampa Bay Lightning",2
"26726",2018-11-16,"Tampa Bay Lightning",1
"26727",2018-11-17,"Tampa Bay Lightning",2
"26728",2018-11-18,"Tampa Bay Lightning",1
"26729",2018-11-19,"Tampa Bay Lightning",1
"26730",2018-11-20,"Tampa Bay Lightning",3
"26731",2018-11-21,"Tampa Bay Lightning",3
"26732",2018-11-23,"Tampa Bay Lightning",2
"26733",2018-11-24,"Tampa Bay Lightning",1
"26734",2018-11-25,"Tampa Bay Lightning",2
"26735",2018-11-26,"Tampa Bay Lightning",1
"26736",2018-11-27,"Tampa Bay Lightning",1
"26737",2018-11-28,"Tampa Bay Lightning",2
"26738",2018-11-29,"Tampa Bay Lightning",3
"26739",2018-11-30,"Tampa Bay Lightning",1
"26740",2018-12-01,"Tampa Bay Lightning",1
"26741",2018-12-02,"Tampa Bay Lightning",1
"26742",2018-12-03,"Tampa Bay Lightning",1
"26743",2018-12-04,"Tampa Bay Lightning",1
"26744",2018-12-05,"Tampa Bay Lightning",1
"26745",2018-12-06,"Tampa Bay Lightning",1
"26746",2018-12-07,"Tampa Bay Lightning",1
"26747",2018-12-08,"Tampa Bay Lightning",1
"26748",2018-12-09,"Tampa Bay Lightning",1
"26749",2018-12-10,"Tampa Bay Lightning",1
"26750",2018-12-11,"Tampa Bay Lightning",1
"26751",2018-12-12,"Tampa Bay Lightning",1
"26752",2018-12-13,"Tampa Bay Lightning",1
"26753",2018-12-14,"Tampa Bay Lightning",1
"26754",2018-12-15,"Tampa Bay Lightning",1
"26755",2018-12-16,"Tampa Bay Lightning",1
"26756",2018-12-17,"Tampa Bay Lightning",1
"26757",2018-12-18,"Tampa Bay Lightning",1
"26758",2018-12-19,"Tampa Bay Lightning",1
"26759",2018-12-20,"Tampa Bay Lightning",1
"26760",2018-12-21,"Tampa Bay Lightning",1
"26761",2018-12-22,"Tampa Bay Lightning",1
"26762",2018-12-23,"Tampa Bay Lightning",1
"26763",2018-12-27,"Tampa Bay Lightning",1
"26764",2018-12-28,"Tampa Bay Lightning",1
"26765",2018-12-29,"Tampa Bay Lightning",1
"26766",2018-12-30,"Tampa Bay Lightning",1
"26767",2018-12-31,"Tampa Bay Lightning",1
"26768",2019-01-01,"Tampa Bay Lightning",1
"26769",2019-01-02,"Tampa Bay Lightning",1
"26770",2019-01-03,"Tampa Bay Lightning",1
"26771",2019-01-04,"Tampa Bay Lightning",1
"26772",2019-01-05,"Tampa Bay Lightning",1
"26773",2019-01-06,"Tampa Bay Lightning",1
"26774",2019-01-07,"Tampa Bay Lightning",1
"26775",2019-01-08,"Tampa Bay Lightning",1
"26776",2019-01-09,"Tampa Bay Lightning",1
"26777",2019-01-10,"Tampa Bay Lightning",1
"26778",2019-01-11,"Tampa Bay Lightning",1
"26779",2019-01-12,"Tampa Bay Lightning",1
"26780",2019-01-13,"Tampa Bay Lightning",1
"26781",2019-01-14,"Tampa Bay Lightning",1
"26782",2019-01-15,"Tampa Bay Lightning",1
"26783",2019-01-16,"Tampa Bay Lightning",1
"26784",2019-01-17,"Tampa Bay Lightning",1
"26785",2019-01-18,"Tampa Bay Lightning",1
"26786",2019-01-19,"Tampa Bay Lightning",1
"26787",2019-01-20,"Tampa Bay Lightning",1
"26788",2019-01-21,"Tampa Bay Lightning",1
"26789",2019-01-22,"Tampa Bay Lightning",1
"26790",2019-01-23,"Tampa Bay Lightning",1
"26791",2019-01-28,"Tampa Bay Lightning",1
"26792",2019-01-29,"Tampa Bay Lightning",1
"26793",2019-01-30,"Tampa Bay Lightning",1
"26794",2019-01-31,"Tampa Bay Lightning",1
"26795",2019-02-01,"Tampa Bay Lightning",1
"26796",2019-02-02,"Tampa Bay Lightning",1
"26797",2019-02-03,"Tampa Bay Lightning",1
"26798",2019-02-04,"Tampa Bay Lightning",1
"26799",2019-02-05,"Tampa Bay Lightning",1
"26800",2019-02-06,"Tampa Bay Lightning",1
"26801",2019-02-07,"Tampa Bay Lightning",1
"26802",2019-02-08,"Tampa Bay Lightning",1
"26803",2019-02-09,"Tampa Bay Lightning",1
"26804",2019-02-10,"Tampa Bay Lightning",1
"26805",2019-02-11,"Tampa Bay Lightning",1
"26806",2019-02-12,"Tampa Bay Lightning",1
"26807",2019-02-13,"Tampa Bay Lightning",1
"26808",2019-02-14,"Tampa Bay Lightning",1
"26809",2019-02-15,"Tampa Bay Lightning",1
"26810",2019-02-16,"Tampa Bay Lightning",1
"26811",2019-02-17,"Tampa Bay Lightning",1
"26812",2019-02-18,"Tampa Bay Lightning",1
"26813",2019-02-19,"Tampa Bay Lightning",1
"26814",2019-02-20,"Tampa Bay Lightning",1
"26815",2019-02-21,"Tampa Bay Lightning",1
"26816",2019-02-22,"Tampa Bay Lightning",1
"26817",2019-02-23,"Tampa Bay Lightning",1
"26818",2019-02-24,"Tampa Bay Lightning",1
"26819",2019-02-25,"Tampa Bay Lightning",1
"26820",2019-02-26,"Tampa Bay Lightning",1
"26821",2019-02-27,"Tampa Bay Lightning",1
"26822",2019-02-28,"Tampa Bay Lightning",1
"26823",2019-03-01,"Tampa Bay Lightning",1
"26824",2019-03-02,"Tampa Bay Lightning",1
"26825",2019-03-03,"Tampa Bay Lightning",1
"26826",2019-03-04,"Tampa Bay Lightning",1
"26827",2019-03-05,"Tampa Bay Lightning",1
"26828",2019-03-06,"Tampa Bay Lightning",1
"26829",2019-03-07,"Tampa Bay Lightning",1
"26830",2019-03-08,"Tampa Bay Lightning",1
"26831",2019-03-09,"Tampa Bay Lightning",1
"26832",2019-03-10,"Tampa Bay Lightning",1
"26833",2019-03-11,"Tampa Bay Lightning",1
"26834",2019-03-12,"Tampa Bay Lightning",1
"26835",2019-03-13,"Tampa Bay Lightning",1
"26836",2019-03-14,"Tampa Bay Lightning",1
"26837",2019-03-15,"Tampa Bay Lightning",1
"26838",2019-03-16,"Tampa Bay Lightning",1
"26839",2019-03-17,"Tampa Bay Lightning",1
"26840",2019-03-18,"Tampa Bay Lightning",1
"26841",2019-03-19,"Tampa Bay Lightning",1
"26842",2019-03-20,"Tampa Bay Lightning",1
"26843",2019-03-21,"Tampa Bay Lightning",1
"26844",2019-03-22,"Tampa Bay Lightning",1
"26845",2019-03-23,"Tampa Bay Lightning",1
"26846",2019-03-24,"Tampa Bay Lightning",1
"26847",2019-03-25,"Tampa Bay Lightning",1
"26848",2019-03-26,"Tampa Bay Lightning",1
"26849",2019-03-27,"Tampa Bay Lightning",1
"26850",2019-03-28,"Tampa Bay Lightning",1
"26851",2019-03-29,"Tampa Bay Lightning",1
"26852",2019-03-30,"Tampa Bay Lightning",1
"26853",2019-03-31,"Tampa Bay Lightning",1
"26854",2019-04-01,"Tampa Bay Lightning",1
"26855",2019-04-02,"Tampa Bay Lightning",1
"26856",2019-04-03,"Tampa Bay Lightning",1
"26857",2019-04-04,"Tampa Bay Lightning",1
"26858",2019-04-05,"Tampa Bay Lightning",1
"26859",2019-04-06,"Tampa Bay Lightning",1
"26860",2019-10-02,"Tampa Bay Lightning",0
"26861",2019-10-03,"Tampa Bay Lightning",6
"26862",2019-10-04,"Tampa Bay Lightning",1
"26863",2019-10-05,"Tampa Bay Lightning",4
"26864",2019-10-06,"Tampa Bay Lightning",13
"26865",2019-10-07,"Tampa Bay Lightning",12
"26866",2019-10-08,"Tampa Bay Lightning",13
"26867",2019-10-09,"Tampa Bay Lightning",15
"26868",2019-10-10,"Tampa Bay Lightning",17
"26869",2019-10-11,"Tampa Bay Lightning",12
"26870",2019-10-12,"Tampa Bay Lightning",12
"26871",2019-10-13,"Tampa Bay Lightning",16
"26872",2019-10-14,"Tampa Bay Lightning",16
"26873",2019-10-15,"Tampa Bay Lightning",18
"26874",2019-10-16,"Tampa Bay Lightning",14
"26875",2019-10-17,"Tampa Bay Lightning",14
"26876",2019-10-18,"Tampa Bay Lightning",10
"26877",2019-10-19,"Tampa Bay Lightning",10
"26878",2019-10-20,"Tampa Bay Lightning",13
"26879",2019-10-21,"Tampa Bay Lightning",16
"26880",2019-10-22,"Tampa Bay Lightning",18
"26881",2019-10-23,"Tampa Bay Lightning",21
"26882",2019-10-24,"Tampa Bay Lightning",12
"26883",2019-10-25,"Tampa Bay Lightning",18
"26884",2019-10-26,"Tampa Bay Lightning",19
"26885",2019-10-27,"Tampa Bay Lightning",17
"26886",2019-10-28,"Tampa Bay Lightning",18
"26887",2019-10-29,"Tampa Bay Lightning",18
"26888",2019-10-30,"Tampa Bay Lightning",18
"26889",2019-10-31,"Tampa Bay Lightning",17
"26890",2019-11-01,"Tampa Bay Lightning",19
"26891",2019-11-02,"Tampa Bay Lightning",19
"26892",2019-11-03,"Tampa Bay Lightning",21
"26893",2019-11-04,"Tampa Bay Lightning",21
"26894",2019-11-05,"Tampa Bay Lightning",21
"26895",2019-11-06,"Tampa Bay Lightning",22
"26896",2019-11-07,"Tampa Bay Lightning",22
"26897",2019-11-08,"Tampa Bay Lightning",24
"26898",2019-11-09,"Tampa Bay Lightning",22
"26899",2019-11-10,"Tampa Bay Lightning",21
"26900",2019-11-11,"Tampa Bay Lightning",21
"26901",2019-11-12,"Tampa Bay Lightning",21
"26902",2019-11-13,"Tampa Bay Lightning",21
"26903",2019-11-14,"Tampa Bay Lightning",22
